1	8695	5
1	4197	5
1	2767052	5
1	59715	5
1	119073	3
1	41131	3
1	21	5
1	960	4
1	15245	5
1	1711500	5
1	5	5
1	1202	4
1	27457	4
1	13148	3
1	6320	4
1	18115	5
1	31196	5
1	2654	5
1	974602	5
1	113937	5
1	11129	4
1	3	5
1	30132	5
1	79060	5
1	608896	4
1	822996	5
1	22034	5
1	10365	5
1	11289	5
1	95420	5
1	1885	5
1	13504	5
1	45480	4
1	7747	3
1	18487	4
1	24816	5
1	170626	5
1	12296	3
1	350	5
1	53732	5
1	4142473	5
1	43998	3
1	13499	5
1	90843	5
1	34497	3
1	19691	4
1	10147	5
1	106	4
1	103	4
1	2	5
1	3074284	3
1	19542	5
1	26973	4
1	1371	4
1	77507	4
1	2749	4
1	13109	4
1	10974	2
1	7869	4
1	4382	5
1	15770	4
1	216443	3
1	22328	4
1	18646	5
1	17214	4
1	18699	5
1	14497	4
1	1845	3
1	5043	5
1	6689	4
1	5907	5
1	30	5
1	341753	2
1	14366	4
1	117	4
1	9739	4
1	3368	4
1	773858	4
1	14	5
1	816	5
1	2052	5
1	2265	5
1	16793	5
1	830	4
1	65520	2
1	122	5
1	5107	5
1	4099	5
1	8127	5
1	112710	5
1	4672	5
1	4395	3
1	7672	2
1	50	5
1	5720	3
1	295	5
1	5102	4
1	1624	5
1	231850	5
1	1305	5
1	7661	3
1	32349	4
1	1852	5
1	33507	5
1	7009	4
1	1898	4
1	147917	4
1	4900	3
1	3388	5
1	1381	4
1	320341	4
1	3977	4
1	31	5
1	112	4
1	4609	4
1	469571	4
1	12	5
1	5470	5
1	840	5
1	15241	5
1	3228917	4
1	1989	4
1	1067	5
1	2550	4
1	3758	5
1	2956	5
1	5064	5
1	2548559	3
1	4944	5
1	77204	5
1	7668	3
1	24818	5
1	1	5
1	8648	4
1	308336	4
1	8844	5
1	48291	5
1	5215	4
1	105	4
1	975	2
1	19321	5
1	7190	5
1	2199	5
1	524	5
1	498084	5
1	411058	3
1	7679	3
1	6310	5
1	98110	4
1	2198180	4
1	4648	4
1	401608	4
1	18135	4
1	18119	5
1	2612	4
1	10819	5
1	34856	4
1	191134	5
1	3875	5
1	41147	4
1	37684	5
1	19494	5
1	43944	4
1	2140	4
1	14933	3
1	32542	2
1	664	5
1	6	5
1	14016	4
1	71643	5
1	3590	5
1	39988	5
1	1226	5
1	32682	5
1	99107	5
1	864	5
1	6794	4
1	2895	4
1	128029	5
1	139069	4
1	24131	3
1	98233	5
1	890	5
1	3869	4
1	7125	5
1	318547	3
1	2996	5
1	257952	2
1	77430	5
1	4	4
1	969	4
1	9734	5
1	41804	5
1	5544	5
1	635640	3
1	69571	4
1	34	5
1	5358	4
1	7062	4
1	862041	5
2	14046	5
2	6903	4
2	3758	5
2	2767052	4
2	822996	5
2	1885	5
2	5759	5
2	89691	5
2	37190	4
2	7190	5
2	2052	4
2	1915352	5
2	3	5
2	1226	5
2	42916	5
2	2198180	4
2	1540	3
2	104	5
2	122	5
2	960	4
2	33507	4
2	168668	5
2	12	4
2	1067	5
2	147917	4
2	1029992	3
2	3074284	4
2	857136	5
2	8810	5
2	968	5
2	10210	5
2	257971	5
2	12996	5
2	6534	4
2	1986	5
5	2996	5
5	82192	4
5	45312	3
5	5659	5
5	46199	5
5	6612	3
5	14891	5
5	24579	5
5	19501	3
5	18405	3
5	505585	4
5	24280	5
5	864	5
5	3460863	5
5	108999	5
5	11852	5
5	929	5
5	29044	5
5	43944	4
5	19381	5
5	37444	5
5	6862	5
5	9653	5
5	7763	4
5	6882	5
5	23856	5
5	9734	5
5	228579	5
5	15997	4
5	5544	5
5	7036	4
5	29744	5
5	91244	3
5	45031	5
5	968	4
5	1618	3
5	39988	4
5	77430	4
5	10592	3
5	44559	3
5	1226	5
5	7062	5
5	9529	3
5	7717	5
5	531262	5
5	6644	3
5	34268	4
5	104	1
5	2156	5
5	90843	5
5	26128	3
5	2530	4
5	8249	5
5	12874	4
5	3067	5
5	58922	5
5	1	4
5	2895	5
5	6671	5
5	4408	5
5	6794	5
5	23426	5
5	128029	5
5	12296	3
5	3711	5
5	232400	4
5	95420	5
5	6678	5
5	156538	5
5	13235	5
5	46204	4
5	5890	4
5	32929	5
5	513730	4
5	18373	4
5	12996	4
5	5933	5
5	1558333	5
5	38752	5
5	3562	5
5	42916	5
5	33514	5
5	32901	5
5	24137	5
5	10819	5
5	18135	4
5	18119	4
5	7608	5
5	266676	5
5	11587	3
5	11225	5
5	5513	5
5	80670	3
5	29641	5
5	14046	3
5	13023	5
5	903	5
5	18423	4
5	498084	5
5	3413	5
5	12986	5
5	77104	3
5	2473150	5
5	7733	5
5	47021	4
5	6310	5
5	6895	3
5	55876	3
5	7190	5
5	19321	5
5	4436	4
5	17722	3
5	8852	5
5	8844	5
5	10215	5
5	44905	5
5	77204	5
5	6614	3
5	4069	5
5	46181	4
5	635640	5
5	292152	4
5	6952	4
5	17176	5
5	4627	5
5	3758	4
5	2956	5
5	31120	5
5	77769	4
5	8337	4
5	19075	5
5	2932	3
5	1420	5
5	3102	5
5	1029992	3
5	19350	4
5	11712	3
